category,subcategory,name,price,variants,description,veg,rating,rating_count,bestseller,availability
Recommended,,Classic Cold Brew,₹269,,"For those who always stay cool. Slow-steeped, smooth coffee. Serving Size(gm/ml) - 350ml, Energy (kcal) - 8.76",Veg,,,,In Stock
Recommended,,Cold Brew Cloud,₹299,,"Coconut water meets cold brew with a light foam cloud. Serving Size(gm/ml) - 350ml, Energy (kcal) - 124.77, Contains Milk, Contains Soy",Veg,,,,In Stock
Recommended,,Matcha Cloud,₹299,,"Matcha made lighter with coconut water and light foam cloud. Serving Size(gm/ml) - 350ml, Energy (kcal) - 102.58, Contains Soy",Veg,,,Yes,In Stock
Recommended,,Matcha Mango Cloud,₹329,,"Sweet meets green. Earthy matcha swirled with mango cloud. Serving Size(gm/ml) - 350ml, Energy (kcal) - 156.11 Contains Milk, Contains Soy",Veg,,,,In Stock
Recommended,,Spanish Cold Brew,₹299,,"Cold brew sweetened with condensed milk & a dash of cinnamon. Serving Size(gm/ml) - 350ml, Energy (kcal) - 90.81 Contains Milk",Veg,,,,In Stock
Recommended,,Matcha Frappe,₹329,,,Veg,,,,In Stock
Recommended,,Choco Croissant,₹229,,"We knead a choco croissant to get the day rolling. Serving Size(gm/ml) - 90g, Energy (kcal) - 384.9, Contains gluten, Contains Milk, Contains Soy",Veg,,,,In Stock
Recommended,,Korean Cheese Bun,₹239,,"More addictive than K drama. Soft and full of cheese. Serving Size(gm/ml) - 105g, Energy (kcal) - 363.3, Contains gluten, Contains Milk, Contains Soy",Veg,,,,In Stock
Recommended,,Tomato N Cheese Croissant,₹229,,"The cheese melted the moment it met tomato. Our croissant made it official. Serving Size(gm/ml) - 145g, Energy (kcal) - 374.29, Contains gluten, Contains Milk, Contains Soy",Veg,,,,In Stock
Recommended,,Cafe Frappe,₹299,,Our signature cream-blended cold coffee to blend you with good vibes `238 (350ml | 335.48kcal),Veg,4.7,299,Yes,In Stock
Recommended,,Cold Dark Frappe,₹359,,"When chocolate meets cold coffee, the colour gets darker. Your mood, lighter `257 (350ml | 344.16kcal)",Veg,3.1,36,,In Stock
Recommended,,Cold Devils Own,₹369,,"A drink so rich and indulgent, that it may even take the devil to paradise `276 (350ml | 382.66kcal)",Veg,4.0,52,Yes,In Stock
Recommended,,Tropical Ice Berg,₹289,,Have a sip of the most delicious brain freeze with chocolate notes `219 (350ml | 322.67kcal),Veg,4.8,86,Yes,In Stock
Recommended,,Hazelnut Frappe,₹339,,"Hazelnut brings nutty flavor to the rich, creamy and irresistible Cafe Frappe. Serving Size(gm/ml) - 350, Energy (kcal) - 332.90, Contains Milk.",Veg,5.0,4,Yes,In Stock
Recommended,,Vanilla Frappe,₹339,,"Vanilla Cafe Frappe is an all time delight with rich and creamy texture and irresistible mouth feel. Serving Size(gm/ml) - 350, Energy (kcal) - 311.96, Contains Milk.",Veg,4.0,1,,In Stock
Recommended,,Frappe Lite,₹299,,"A lighter version of our signature Cafe Frappe, offering the same great taste with fewer calories. Serving Size(gm/ml) - 350, Energy (kcal) - 172.5, Contains Milk",Veg,,,,In Stock
Recommended,,Vietnamese Cold Coffee,₹299,,"A bold and smooth iced coffee made with milk and sweet condensed milk for a perfectly balanced taste. Serving Size(gm/ml) - 350, Energy (kcal) - 172.7, Contains Milk",Veg,4.0,2,,In Stock
Recommended,,King Latte,₹269,,"Light, hot coffee, with 2 shots of espresso in steamed milk., Serving Size(gm/ml) - 350, Energy (kcal) - 184.66 Contains Milk",Veg,2.8,15,,In Stock
Recommended,,Cafe Americano,₹219,,(STANDARD/ STRONG) Shots of espresso in hot water to shoot those blues `181 (180ml | 7.27kcal) (180ml | 17.06kcal),Veg,5.0,12,,In Stock
Recommended,,Cafe Mocha,₹269,,Warm your heart with an espresso layered with chocolate sauce `200 (210ml | 129.05kcal),Veg,4.6,13,,In Stock
CCD CHILLAX T20 LEAGUE,,Croissant Super Kings,₹418,,"Smooth espresso based cappuccino with silky milk foam, matched with a light, flaky Signature Croissant for a simple yet satisfying cafe treat",Veg,,,,In Stock
